t(s)	x(m)	v(m/s)
0.0009693	0.00110246	0.617397
0.0009696	0.00110265	0.616802
0.0009699	0.00110283	0.616207
0.0009702	0.00110302	0.615612
0.0009705	0.0011032	0.615016
0.0009708	0.00110339	0.614421
0.0009711	0.00110357	0.613825
0.0009714	0.00110375	0.613229
0.0009717	0.00110394	0.612633
0.000972	0.00110412	0.612036
0.0009723	0.00110431	0.61144
0.0009726	0.00110449	0.610843
0.0009729	0.00110467	0.610246
0.0009732	0.00110486	0.609648
0.0009735	0.00110504	0.609051
0.0009738	0.00110522	0.608453
0.0009741	0.0011054	0.607855
0.0009744	0.00110559	0.607257
0.0009747	0.00110577	0.606658
0.000975	0.00110595	0.60606
0.0009753	0.00110613	0.605461
0.0009756	0.00110631	0.604862
0.0009759	0.00110649	0.604263
0.0009762	0.00110668	0.603663
0.0009765	0.00110686	0.603063
0.0009768	0.00110704	0.602463
0.0009771	0.00110722	0.601863
0.0009774	0.0011074	0.601263
0.0009777	0.00110758	0.600662
0.000978	0.00110776	0.600062
0.0009783	0.00110794	0.599461
0.0009786	0.00110812	0.59886
0.0009789	0.0011083	0.598258
0.0009792	0.00110848	0.597657
0.0009795	0.00110866	0.597055
0.0009798	0.00110884	0.596453
0.0009801	0.00110901	0.595851
0.0009804	0.00110919	0.595248
0.0009807	0.00110937	0.594645
0.000981	0.00110955	0.594043
0.0009813	0.00110973	0.59344
0.0009816	0.00110991	0.592836
0.0009819	0.00111008	0.592233
0.0009822	0.00111026	0.591629
0.0009825	0.00111044	0.591025
0.0009828	0.00111062	0.590421
0.0009831	0.00111079	0.589817
0.0009834	0.00111097	0.589212
0.0009837	0.00111115	0.588608
0.000984	0.00111132	0.588003
0.0009843	0.0011115	0.587398
0.0009846	0.00111168	0.586792
0.0009849	0.00111185	0.586187
0.0009852	0.00111203	0.585581
0.0009855	0.0011122	0.584975
0.0009858	0.00111238	0.584369
0.0009861	0.00111255	0.583763
0.0009864	0.00111273	0.583156
0.0009867	0.0011129	0.582549
0.000987	0.00111308	0.581943
0.0009873	0.00111325	0.581335
0.0009876	0.00111343	0.580728
0.0009879	0.0011136	0.580121
0.0009882	0.00111377	0.579513
0.0009885	0.00111395	0.578905
0.0009888	0.00111412	0.578297
0.0009891	0.0011143	0.577688
0.0009894	0.00111447	0.57708
0.0009897	0.00111464	0.576471
0.00099	0.00111481	0.575862
0.0009903	0.00111499	0.575253
0.0009906	0.00111516	0.574644
0.0009909	0.00111533	0.574034
0.0009912	0.0011155	0.573424
0.0009915	0.00111568	0.572815
0.0009918	0.00111585	0.572204
0.0009921	0.00111602	0.571594
0.0009924	0.00111619	0.570984
0.0009927	0.00111636	0.570373
0.000993	0.00111653	0.569762
0.0009933	0.0011167	0.569151
0.0009936	0.00111687	0.56854
0.0009939	0.00111705	0.567928
0.0009942	0.00111722	0.567317
0.0009945	0.00111739	0.566705
0.0009948	0.00111756	0.566093
0.0009951	0.00111773	0.56548
0.0009954	0.00111789	0.564868
0.0009957	0.00111806	0.564255
0.000996	0.00111823	0.563643
0.0009963	0.0011184	0.56303
0.0009966	0.00111857	0.562416
0.0009969	0.00111874	0.561803
0.0009972	0.00111891	0.561189
0.0009975	0.00111908	0.560576
0.0009978	0.00111924	0.559962
0.0009981	0.00111941	0.559348
0.0009984	0.00111958	0.558733
0.0009987	0.00111975	0.558119
0.000999	0.00111991	0.557504
0.0009993	0.00112008	0.556889
0.0009996	0.00112025	0.556274
0.0009999	0.00112042	0.555659
0.0010002	0.00112058	0.555043
0.0010005	0.00112075	0.554428
0.0010008	0.00112092	0.553812
0.0010011	0.00112108	0.553196
0.0010014	0.00112125	0.55258
0.0010017	0.00112141	0.551963
0.001002	0.00112158	0.551347
0.0010023	0.00112174	0.55073
0.0010026	0.00112191	0.550113
0.0010029	0.00112207	0.549496
0.0010032	0.00112224	0.548879
0.0010035	0.0011224	0.548261
0.0010038	0.00112257	0.547644
0.0010041	0.00112273	0.547026
0.0010044	0.0011229	0.546408
0.0010047	0.00112306	0.54579
0.001005	0.00112322	0.545171
0.0010053	0.00112339	0.544553
0.0010056	0.00112355	0.543934
0.0010059	0.00112371	0.543315
0.0010062	0.00112388	0.542696
0.0010065	0.00112404	0.542077
0.0010068	0.0011242	0.541457
0.0010071	0.00112436	0.540838
0.0010074	0.00112453	0.540218
0.0010077	0.00112469	0.539598
0.001008	0.00112485	0.538978
0.0010083	0.00112501	0.538357
0.0010086	0.00112517	0.537737
0.0010089	0.00112533	0.537116
0.0010092	0.00112549	0.536495
0.0010095	0.00112566	0.535874
0.0010098	0.00112582	0.535253
0.0010101	0.00112598	0.534632
0.0010104	0.00112614	0.53401
0.0010107	0.0011263	0.533388
0.001011	0.00112646	0.532767
0.0010113	0.00112662	0.532144
0.0010116	0.00112678	0.531522
0.0010119	0.00112694	0.5309
0.0010122	0.00112709	0.530277
0.0010125	0.00112725	0.529655
0.0010128	0.00112741	0.529032
0.0010131	0.00112757	0.528408
0.0010134	0.00112773	0.527785
0.0010137	0.00112789	0.527162
0.001014	0.00112805	0.526538
0.0010143	0.0011282	0.525914
0.0010146	0.00112836	0.525291
0.0010149	0.00112852	0.524666
0.0010152	0.00112868	0.524042
0.0010155	0.00112883	0.523418
0.0010158	0.00112899	0.522793
0.0010161	0.00112915	0.522168
0.0010164	0.0011293	0.521543
0.0010167	0.00112946	0.520918
0.001017	0.00112962	0.520293
0.0010173	0.00112977	0.519668
0.0010176	0.00112993	0.519042
0.0010179	0.00113008	0.518416
0.0010182	0.00113024	0.51779
0.0010185	0.00113039	0.517164
0.0010188	0.00113055	0.516538
0.0010191	0.0011307	0.515912
0.0010194	0.00113086	0.515285
0.0010197	0.00113101	0.514658
0.00102	0.00113117	0.514031
0.0010203	0.00113132	0.513404
0.0010206	0.00113148	0.512777
0.0010209	0.00113163	0.51215
0.0010212	0.00113178	0.511522
0.0010215	0.00113194	0.510895
0.0010218	0.00113209	0.510267
0.0010221	0.00113224	0.509639
0.0010224	0.0011324	0.509011
0.0010227	0.00113255	0.508382
0.001023	0.0011327	0.507754
0.0010233	0.00113285	0.507125
0.0010236	0.001133	0.506496
0.0010239	0.00113316	0.505867
0.0010242	0.00113331	0.505238
0.0010245	0.00113346	0.504609
0.0010248	0.00113361	0.50398
0.0010251	0.00113376	0.50335
0.0010254	0.00113391	0.50272
0.0010257	0.00113406	0.50209
0.001026	0.00113421	0.50146
0.0010263	0.00113436	0.50083
0.0010266	0.00113451	0.5002
0.0010269	0.00113466	0.499569
0.0010272	0.00113481	0.498939
0.0010275	0.00113496	0.498308
0.0010278	0.00113511	0.497677
0.0010281	0.00113526	0.497046
0.0010284	0.00113541	0.496415
0.0010287	0.00113556	0.495783
0.001029	0.00113571	0.495152
0.0010293	0.00113586	0.49452
0.0010296	0.00113601	0.493888
0.0010299	0.00113615	0.493256
0.0010302	0.0011363	0.492624
0.0010305	0.00113645	0.491992
0.0010308	0.0011366	0.49136
0.0010311	0.00113674	0.490727
0.0010314	0.00113689	0.490094
0.0010317	0.00113704	0.489462
0.001032	0.00113718	0.488829
0.0010323	0.00113733	0.488195
0.0010326	0.00113748	0.487562
0.0010329	0.00113762	0.486929
0.0010332	0.00113777	0.486295
0.0010335	0.00113792	0.485661
0.0010338	0.00113806	0.485028
0.0010341	0.00113821	0.484394
0.0010344	0.00113835	0.483759
0.0010347	0.0011385	0.483125
0.001035	0.00113864	0.482491
0.0010353	0.00113879	0.481856
0.0010356	0.00113893	0.481221
0.0010359	0.00113908	0.480587
0.0010362	0.00113922	0.479952
0.0010365	0.00113936	0.479316
0.0010368	0.00113951	0.478681
0.0010371	0.00113965	0.478046
0.0010374	0.00113979	0.47741
0.0010377	0.00113994	0.476775
0.001038	0.00114008	0.476139
0.0010383	0.00114022	0.475503
0.0010386	0.00114037	0.474867
0.0010389	0.00114051	0.474231
0.0010392	0.00114065	0.473594
0.0010395	0.00114079	0.472958
0.0010398	0.00114093	0.472321
0.0010401	0.00114108	0.471684
0.0010404	0.00114122	0.471048
0.0010407	0.00114136	0.470411
0.001041	0.0011415	0.469773
0.0010413	0.00114164	0.469136
0.0010416	0.00114178	0.468499
0.0010419	0.00114192	0.467861
0.0010422	0.00114206	0.467224
0.0010425	0.0011422	0.466586
0.0010428	0.00114234	0.465948
0.0010431	0.00114248	0.46531
0.0010434	0.00114262	0.464672
0.0010437	0.00114276	0.464033
0.001044	0.0011429	0.463395
0.0010443	0.00114304	0.462756
0.0010446	0.00114318	0.462118
0.0010449	0.00114331	0.461479
0.0010452	0.00114345	0.46084
0.0010455	0.00114359	0.460201
0.0010458	0.00114373	0.459562
0.0010461	0.00114387	0.458922
0.0010464	0.001144	0.458283
0.0010467	0.00114414	0.457643
0.001047	0.00114428	0.457004
0.0010473	0.00114442	0.456364
0.0010476	0.00114455	0.455724
0.0010479	0.00114469	0.455084
0.0010482	0.00114483	0.454444
0.0010485	0.00114496	0.453803
0.0010488	0.0011451	0.453163
0.0010491	0.00114523	0.452522
0.0010494	0.00114537	0.451882
0.0010497	0.00114551	0.451241
0.00105	0.00114564	0.4506
0.0010503	0.00114578	0.449959
0.0010506	0.00114591	0.449318
0.0010509	0.00114605	0.448677
0.0010512	0.00114618	0.448035
0.0010515	0.00114631	0.447394
0.0010518	0.00114645	0.446752
0.0010521	0.00114658	0.44611
0.0010524	0.00114672	0.445468
0.0010527	0.00114685	0.444827
0.001053	0.00114698	0.444184
0.0010533	0.00114712	0.443542
0.0010536	0.00114725	0.4429
0.0010539	0.00114738	0.442258
0.0010542	0.00114751	0.441615
0.0010545	0.00114765	0.440972
0.0010548	0.00114778	0.44033
0.0010551	0.00114791	0.439687
0.0010554	0.00114804	0.439044
0.0010557	0.00114817	0.438401
0.001056	0.00114831	0.437758
0.0010563	0.00114844	0.437114
0.0010566	0.00114857	0.436471
0.0010569	0.0011487	0.435827
0.0010572	0.00114883	0.435184
0.0010575	0.00114896	0.43454
0.0010578	0.00114909	0.433896
0.0010581	0.00114922	0.433252
0.0010584	0.00114935	0.432608
0.0010587	0.00114948	0.431964
0.001059	0.00114961	0.43132
0.0010593	0.00114974	0.430675
0.0010596	0.00114987	0.430031
0.0010599	0.00115	0.429386
0.0010602	0.00115013	0.428742
0.0010605	0.00115025	0.428097
0.0010608	0.00115038	0.427452
0.0010611	0.00115051	0.426807
0.0010614	0.00115064	0.426162
0.0010617	0.00115077	0.425517
0.001062	0.00115089	0.424871
0.0010623	0.00115102	0.424226
0.0010626	0.00115115	0.42358
0.0010629	0.00115128	0.422935
0.0010632	0.0011514	0.422289
0.0010635	0.00115153	0.421643
0.0010638	0.00115165	0.420997
0.0010641	0.00115178	0.420351
0.0010644	0.00115191	0.419705
0.0010647	0.00115203	0.419059
0.001065	0.00115216	0.418413
0.0010653	0.00115228	0.417767
0.0010656	0.00115241	0.41712
0.0010659	0.00115253	0.416473
0.0010662	0.00115266	0.415827
0.0010665	0.00115278	0.41518
0.0010668	0.00115291	0.414533
0.0010671	0.00115303	0.413886
0.0010674	0.00115316	0.413239
0.0010677	0.00115328	0.412592
0.001068	0.0011534	0.411945
0.0010683	0.00115353	0.411298
0.0010686	0.00115365	0.41065
0.0010689	0.00115377	0.410003
0.0010692	0.0011539	0.409355
0.0010695	0.00115402	0.408707
0.0010698	0.00115414	0.40806
0.0010701	0.00115426	0.407412
0.0010704	0.00115439	0.406764
0.0010707	0.00115451	0.406116
0.001071	0.00115463	0.405468
0.0010713	0.00115475	0.404819
0.0010716	0.00115487	0.404171
0.0010719	0.00115499	0.403523
0.0010722	0.00115512	0.402874
0.0010725	0.00115524	0.402226
0.0010728	0.00115536	0.401577
0.0010731	0.00115548	0.400928
0.0010734	0.0011556	0.40028
0.0010737	0.00115572	0.399631
0.001074	0.00115584	0.398982
0.0010743	0.00115596	0.398333
0.0010746	0.00115608	0.397684
0.0010749	0.00115619	0.397034
0.0010752	0.00115631	0.396385
0.0010755	0.00115643	0.395736
0.0010758	0.00115655	0.395086
0.0010761	0.00115667	0.394437
0.0010764	0.00115679	0.393787
0.0010767	0.00115691	0.393138
0.001077	0.00115702	0.392488
0.0010773	0.00115714	0.391838
0.0010776	0.00115726	0.391188
0.0010779	0.00115738	0.390538
0.0010782	0.00115749	0.389888
0.0010785	0.00115761	0.389238
0.0010788	0.00115773	0.388588
0.0010791	0.00115784	0.387937
0.0010794	0.00115796	0.387287
0.0010797	0.00115808	0.386637
0.00108	0.00115819	0.385986
0.0010803	0.00115831	0.385335
0.0010806	0.00115842	0.384685
0.0010809	0.00115854	0.384034
0.0010812	0.00115865	0.383383
0.0010815	0.00115877	0.382732
0.0010818	0.00115888	0.382081
0.0010821	0.001159	0.38143
0.0010824	0.00115911	0.380779
0.0010827	0.00115923	0.380128
0.001083	0.00115934	0.379477
0.0010833	0.00115945	0.378826
0.0010836	0.00115957	0.378174
0.0010839	0.00115968	0.377523
0.0010842	0.00115979	0.376871
0.0010845	0.00115991	0.37622
0.0010848	0.00116002	0.375568
0.0010851	0.00116013	0.374917
0.0010854	0.00116024	0.374265
0.0010857	0.00116036	0.373613
0.001086	0.00116047	0.372961
0.0010863	0.00116058	0.372309
0.0010866	0.00116069	0.371657
0.0010869	0.0011608	0.371005
0.0010872	0.00116091	0.370353
0.0010875	0.00116103	0.369701
0.0010878	0.00116114	0.369049
0.0010881	0.00116125	0.368396
0.0010884	0.00116136	0.367744
0.0010887	0.00116147	0.367091
0.001089	0.00116158	0.366439
0.0010893	0.00116169	0.365786
0.0010896	0.0011618	0.365134
0.0010899	0.00116191	0.364481
0.0010902	0.00116202	0.363828
0.0010905	0.00116212	0.363176
0.0010908	0.00116223	0.362523
0.0010911	0.00116234	0.36187
0.0010914	0.00116245	0.361217
0.0010917	0.00116256	0.360564
0.001092	0.00116267	0.359911
0.0010923	0.00116278	0.359258
0.0010926	0.00116288	0.358605
0.0010929	0.00116299	0.357952
0.0010932	0.0011631	0.357298
0.0010935	0.0011632	0.356645
0.0010938	0.00116331	0.355992
0.0010941	0.00116342	0.355338
0.0010944	0.00116352	0.354685
0.0010947	0.00116363	0.354031
0.001095	0.00116374	0.353378
0.0010953	0.00116384	0.352724
0.0010956	0.00116395	0.352071
0.0010959	0.00116405	0.351417
0.0010962	0.00116416	0.350763
0.0010965	0.00116426	0.350109
0.0010968	0.00116437	0.349455
0.0010971	0.00116447	0.348802
0.0010974	0.00116458	0.348148
0.0010977	0.00116468	0.347494
0.001098	0.00116479	0.34684
0.0010983	0.00116489	0.346186
0.0010986	0.001165	0.345531
0.0010989	0.0011651	0.344877
0.0010992	0.0011652	0.344223
0.0010995	0.00116531	0.343569
0.0010998	0.00116541	0.342915
0.0011001	0.00116551	0.34226
0.0011004	0.00116561	0.341606
0.0011007	0.00116572	0.340952
0.001101	0.00116582	0.340297
0.0011013	0.00116592	0.339643
0.0011016	0.00116602	0.338988
0.0011019	0.00116612	0.338334
0.0011022	0.00116622	0.337679
0.0011025	0.00116633	0.337024
0.0011028	0.00116643	0.33637
0.0011031	0.00116653	0.335715
0.0011034	0.00116663	0.33506
0.0011037	0.00116673	0.334406
0.001104	0.00116683	0.333751
0.0011043	0.00116693	0.333096
0.0011046	0.00116703	0.332441
0.0011049	0.00116713	0.331786
0.0011052	0.00116723	0.331131
0.0011055	0.00116733	0.330476
0.0011058	0.00116743	0.329821
0.0011061	0.00116753	0.329166
0.0011064	0.00116762	0.328511
0.0011067	0.00116772	0.327856
0.001107	0.00116782	0.327201
0.0011073	0.00116792	0.326546
0.0011076	0.00116802	0.325891
0.0011079	0.00116811	0.325236
0.0011082	0.00116821	0.324581
0.0011085	0.00116831	0.323925
0.0011088	0.00116841	0.32327
0.0011091	0.0011685	0.322615
0.0011094	0.0011686	0.321959
0.0011097	0.0011687	0.321304
0.00111	0.00116879	0.320649
0.0011103	0.00116889	0.319993
0.0011106	0.00116898	0.319338
0.0011109	0.00116908	0.318682
0.0011112	0.00116918	0.318027
0.0011115	0.00116927	0.317372
0.0011118	0.00116937	0.316716
0.0011121	0.00116946	0.316061
0.0011124	0.00116956	0.315405
0.0011127	0.00116965	0.314749
0.001113	0.00116974	0.314094
0.0011133	0.00116984	0.313438
0.0011136	0.00116993	0.312783
0.0011139	0.00117003	0.312127
0.0011142	0.00117012	0.311471
0.0011145	0.00117021	0.310816
0.0011148	0.00117031	0.31016
0.0011151	0.0011704	0.309504
0.0011154	0.00117049	0.308849
0.0011157	0.00117058	0.308193
0.001116	0.00117068	0.307537
0.0011163	0.00117077	0.306881
0.0011166	0.00117086	0.306226
0.0011169	0.00117095	0.30557
0.0011172	0.00117104	0.304914
0.0011175	0.00117114	0.304258
0.0011178	0.00117123	0.303602
0.0011181	0.00117132	0.302947
0.0011184	0.00117141	0.302291
0.0011187	0.0011715	0.301635
0.001119	0.00117159	0.300979
0.0011193	0.00117168	0.300323
0.0011196	0.00117177	0.299667
0.0011199	0.00117186	0.299011
0.0011202	0.00117195	0.298356
0.0011205	0.00117204	0.2977
0.0011208	0.00117213	0.297044
0.0011211	0.00117222	0.296388
0.0011214	0.00117231	0.295732
0.0011217	0.00117239	0.295076
0.001122	0.00117248	0.29442
0.0011223	0.00117257	0.293764
0.0011226	0.00117266	0.293108
0.0011229	0.00117275	0.292452
0.0011232	0.00117283	0.291796
0.0011235	0.00117292	0.291141
0.0011238	0.00117301	0.290485
0.0011241	0.0011731	0.289829
0.0011244	0.00117318	0.289173
0.0011247	0.00117327	0.288517
0.001125	0.00117336	0.287861
0.0011253	0.00117344	0.287205
0.0011256	0.00117353	0.286549
0.0011259	0.00117361	0.285893
0.0011262	0.0011737	0.285237
0.0011265	0.00117379	0.284581
0.0011268	0.00117387	0.283925
0.0011271	0.00117396	0.283269
0.0011274	0.00117404	0.282614
0.0011277	0.00117413	0.281958
0.001128	0.00117421	0.281302
0.0011283	0.00117429	0.280646
0.0011286	0.00117438	0.27999
0.0011289	0.00117446	0.279334
0.0011292	0.00117455	0.278678
0.0011295	0.00117463	0.278023
0.0011298	0.00117471	0.277367
0.0011301	0.0011748	0.276711
0.0011304	0.00117488	0.276055
0.0011307	0.00117496	0.275399
0.001131	0.00117504	0.274743
0.0011313	0.00117513	0.274088
0.0011316	0.00117521	0.273432
0.0011319	0.00117529	0.272776
0.0011322	0.00117537	0.27212
0.0011325	0.00117545	0.271465
0.0011328	0.00117554	0.270809
0.0011331	0.00117562	0.270153
0.0011334	0.0011757	0.269498
0.0011337	0.00117578	0.268842
0.001134	0.00117586	0.268186
0.0011343	0.00117594	0.267531
0.0011346	0.00117602	0.266875
0.0011349	0.0011761	0.266219
0.0011352	0.00117618	0.265564
0.0011355	0.00117626	0.264908
0.0011358	0.00117634	0.264253
0.0011361	0.00117642	0.263597
0.0011364	0.0011765	0.262942
0.0011367	0.00117657	0.262286
0.001137	0.00117665	0.261631
0.0011373	0.00117673	0.260975
0.0011376	0.00117681	0.26032
0.0011379	0.00117689	0.259665
0.0011382	0.00117697	0.259009
0.0011385	0.00117704	0.258354
0.0011388	0.00117712	0.257699
0.0011391	0.0011772	0.257043
0.0011394	0.00117727	0.256388
0.0011397	0.00117735	0.255733
0.00114	0.00117743	0.255078
0.0011403	0.0011775	0.254422
0.0011406	0.00117758	0.253767
0.0011409	0.00117766	0.253112
0.0011412	0.00117773	0.252457
0.0011415	0.00117781	0.251802
0.0011418	0.00117788	0.251147
0.0011421	0.00117796	0.250492
0.0011424	0.00117803	0.249837
0.0011427	0.00117811	0.249182
0.001143	0.00117818	0.248527
0.0011433	0.00117826	0.247872
0.0011436	0.00117833	0.247217
0.0011439	0.00117841	0.246562
0.0011442	0.00117848	0.245908
0.0011445	0.00117855	0.245253
0.0011448	0.00117863	0.244598
0.0011451	0.0011787	0.243944
0.0011454	0.00117877	0.243289
0.0011457	0.00117885	0.242634
0.001146	0.00117892	0.24198
0.0011463	0.00117899	0.241325
0.0011466	0.00117906	0.240671
0.0011469	0.00117914	0.240016
0.0011472	0.00117921	0.239362
0.0011475	0.00117928	0.238707
0.0011478	0.00117935	0.238053
0.0011481	0.00117942	0.237399
0.0011484	0.00117949	0.236745
0.0011487	0.00117956	0.23609
0.001149	0.00117964	0.235436
0.0011493	0.00117971	0.234782
0.0011496	0.00117978	0.234128
0.0011499	0.00117985	0.233474
0.0011502	0.00117992	0.23282
0.0011505	0.00117999	0.232166
0.0011508	0.00118006	0.231512
0.0011511	0.00118013	0.230858
0.0011514	0.00118019	0.230204
0.0011517	0.00118026	0.229551
0.001152	0.00118033	0.228897
0.0011523	0.0011804	0.228243
0.0011526	0.00118047	0.22759
0.0011529	0.00118054	0.226936
0.0011532	0.00118061	0.226283
0.0011535	0.00118067	0.225629
0.0011538	0.00118074	0.224976
0.0011541	0.00118081	0.224322
0.0011544	0.00118088	0.223669
0.0011547	0.00118094	0.223016
0.001155	0.00118101	0.222363
0.0011553	0.00118108	0.221709
0.0011556	0.00118114	0.221056
0.0011559	0.00118121	0.220403
0.0011562	0.00118127	0.21975
0.0011565	0.00118134	0.219097
0.0011568	0.00118141	0.218444
0.0011571	0.00118147	0.217792
0.0011574	0.00118154	0.217139
0.0011577	0.0011816	0.216486
0.001158	0.00118167	0.215833
0.0011583	0.00118173	0.215181
0.0011586	0.0011818	0.214528
0.0011589	0.00118186	0.213876
0.0011592	0.00118192	0.213223
0.0011595	0.00118199	0.212571
0.0011598	0.00118205	0.211919
0.0011601	0.00118211	0.211266
0.0011604	0.00118218	0.210614
0.0011607	0.00118224	0.209962
0.001161	0.0011823	0.20931
0.0011613	0.00118237	0.208658
0.0011616	0.00118243	0.208006
0.0011619	0.00118249	0.207354
0.0011622	0.00118255	0.206703
0.0011625	0.00118262	0.206051
0.0011628	0.00118268	0.205399
0.0011631	0.00118274	0.204747
0.0011634	0.0011828	0.204096
0.0011637	0.00118286	0.203444
0.001164	0.00118292	0.202793
0.0011643	0.00118298	0.202142
0.0011646	0.00118304	0.201491
0.0011649	0.0011831	0.200839
0.0011652	0.00118316	0.200188
0.0011655	0.00118322	0.199537
0.0011658	0.00118328	0.198886
0.0011661	0.00118334	0.198235
0.0011664	0.0011834	0.197584
0.0011667	0.00118346	0.196934
0.001167	0.00118352	0.196283
0.0011673	0.00118358	0.195632
0.0011676	0.00118364	0.194982
0.0011679	0.0011837	0.194331
0.0011682	0.00118375	0.193681
0.0011685	0.00118381	0.193031
0.0011688	0.00118387	0.19238
0.0011691	0.00118393	0.19173
0.0011694	0.00118399	0.19108
0.0011697	0.00118404	0.19043
0.00117	0.0011841	0.18978
0.0011703	0.00118416	0.18913
0.0011706	0.00118421	0.188481
0.0011709	0.00118427	0.187831
0.0011712	0.00118433	0.187181
0.0011715	0.00118438	0.186532
0.0011718	0.00118444	0.185882
0.0011721	0.00118449	0.185233
0.0011724	0.00118455	0.184584
0.0011727	0.0011846	0.183934
0.001173	0.00118466	0.183285
0.0011733	0.00118471	0.182636
0.0011736	0.00118477	0.181987
0.0011739	0.00118482	0.181338
0.0011742	0.00118488	0.18069
0.0011745	0.00118493	0.180041
0.0011748	0.00118499	0.179392
0.0011751	0.00118504	0.178744
0.0011754	0.00118509	0.178095
0.0011757	0.00118515	0.177447
0.001176	0.0011852	0.176799
0.0011763	0.00118525	0.176151
0.0011766	0.00118531	0.175503
0.0011769	0.00118536	0.174855
0.0011772	0.00118541	0.174207
0.0011775	0.00118546	0.173559
0.0011778	0.00118551	0.172911
0.0011781	0.00118557	0.172263
0.0011784	0.00118562	0.171616
0.0011787	0.00118567	0.170968
0.001179	0.00118572	0.170321
0.0011793	0.00118577	0.169674
0.0011796	0.00118582	0.169027
0.0011799	0.00118587	0.16838
0.0011802	0.00118592	0.167733
0.0011805	0.00118597	0.167086
0.0011808	0.00118602	0.166439
0.0011811	0.00118607	0.165792
0.0011814	0.00118612	0.165146
0.0011817	0.00118617	0.164499
0.001182	0.00118622	0.163853
0.0011823	0.00118627	0.163207
0.0011826	0.00118632	0.16256
0.0011829	0.00118637	0.161914
0.0011832	0.00118642	0.161268
0.0011835	0.00118646	0.160622
0.0011838	0.00118651	0.159977
0.0011841	0.00118656	0.159331
0.0011844	0.00118661	0.158685
0.0011847	0.00118666	0.15804
0.001185	0.0011867	0.157395
0.0011853	0.00118675	0.156749
0.0011856	0.0011868	0.156104
0.0011859	0.00118684	0.155459
0.0011862	0.00118689	0.154814
0.0011865	0.00118694	0.154169
0.0011868	0.00118698	0.153525
0.0011871	0.00118703	0.15288
0.0011874	0.00118707	0.152235
0.0011877	0.00118712	0.151591
0.001188	0.00118717	0.150947
0.0011883	0.00118721	0.150303
0.0011886	0.00118726	0.149658
0.0011889	0.0011873	0.149014
0.0011892	0.00118735	0.148371
0.0011895	0.00118739	0.147727
0.0011898	0.00118743	0.147083
0.0011901	0.00118748	0.14644
0.0011904	0.00118752	0.145796
0.0011907	0.00118757	0.145153
0.001191	0.00118761	0.14451
0.0011913	0.00118765	0.143867
0.0011916	0.0011877	0.143224
0.0011919	0.00118774	0.142581
0.0011922	0.00118778	0.141938
0.0011925	0.00118782	0.141295
0.0011928	0.00118787	0.140653
0.0011931	0.00118791	0.140011
0.0011934	0.00118795	0.139368
0.0011937	0.00118799	0.138726
0.001194	0.00118803	0.138084
0.0011943	0.00118807	0.137442
0.0011946	0.00118812	0.1368
0.0011949	0.00118816	0.136159
0.0011952	0.0011882	0.135517
0.0011955	0.00118824	0.134876
0.0011958	0.00118828	0.134235
0.0011961	0.00118832	0.133593
0.0011964	0.00118836	0.132952
0.0011967	0.0011884	0.132311
0.001197	0.00118844	0.131671
0.0011973	0.00118848	0.13103
0.0011976	0.00118852	0.130389
0.0011979	0.00118856	0.129749
0.0011982	0.00118859	0.129109
0.0011985	0.00118863	0.128468
0.0011988	0.00118867	0.127828
0.0011991	0.00118871	0.127188
0.0011994	0.00118875	0.126549
0.0011997	0.00118879	0.125909
0.0012	0.00118882	0.125269
0.0012003	0.00118886	0.12463
0.0012006	0.0011889	0.123991
0.0012009	0.00118893	0.123351
0.0012012	0.00118897	0.122712
0.0012015	0.00118901	0.122074
0.0012018	0.00118904	0.121435
0.0012021	0.00118908	0.120796
0.0012024	0.00118912	0.120158
0.0012027	0.00118915	0.119519
0.001203	0.00118919	0.118881
0.0012033	0.00118922	0.118243
0.0012036	0.00118926	0.117605
0.0012039	0.0011893	0.116967
0.0012042	0.00118933	0.116329
0.0012045	0.00118937	0.115692
0.0012048	0.0011894	0.115054
0.0012051	0.00118943	0.114417
0.0012054	0.00118947	0.11378
0.0012057	0.0011895	0.113143
0.001206	0.00118954	0.112506
0.0012063	0.00118957	0.111869
0.0012066	0.0011896	0.111233
0.0012069	0.00118964	0.110596
0.0012072	0.00118967	0.10996
0.0012075	0.0011897	0.109324
0.0012078	0.00118974	0.108688
0.0012081	0.00118977	0.108052
0.0012084	0.0011898	0.107416
0.0012087	0.00118983	0.106781
0.001209	0.00118986	0.106145
0.0012093	0.0011899	0.10551
0.0012096	0.00118993	0.104875
0.0012099	0.00118996	0.10424
0.0012102	0.00118999	0.103605
0.0012105	0.00119002	0.10297
0.0012108	0.00119005	0.102336
0.0012111	0.00119008	0.101701
0.0012114	0.00119011	0.101067
0.0012117	0.00119014	0.100433
0.001212	0.00119017	0.0997986
0.0012123	0.0011902	0.0991648
0.0012126	0.00119023	0.0985311
0.0012129	0.00119026	0.0978976
0.0012132	0.00119029	0.0972642
0.0012135	0.00119032	0.0966309
0.0012138	0.00119035	0.0959978
0.0012141	0.00119038	0.0953649
0.0012144	0.00119041	0.0947321
0.0012147	0.00119043	0.0940994
0.001215	0.00119046	0.093467
0.0012153	0.00119049	0.0928346
0.0012156	0.00119052	0.0922025
0.0012159	0.00119055	0.0915704
0.0012162	0.00119057	0.0909386
0.0012165	0.0011906	0.0903069
0.0012168	0.00119063	0.0896753
